specimenID,platform,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,assay,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryType,sampleBarcode,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,libraryID,referenceSet,libraryVersion,DV200
R3784607.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5950,,,
R9738414.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4132,,,
R9113571.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-154704,,,
R7160627.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-154015,,,
R4570065.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2463,,,
R5158294.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5033,,,
R7698313.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4143,,,
R2803490.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7321,,,
R4266155.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2451,,,
R3485645.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5958,,,
R6346298.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6005,,,
R2645096.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4164,,,
R7540069.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5936,,,
R6267541.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-154884,,,
R5885245.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-155778,,,
R7288382.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-124388,,,
R8432213.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5943,,,
R7770387.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D16-10452,,,
R6912665.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2486,,,
R3177264.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-124167,,,
R4042599.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-154804,,,
R2670295.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_2,,,
R8572172.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5964,,,
R4841941.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2441,,,
R2167020.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7327,,,
R5280213.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4105,,,
R3579460.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_7,,,
R1845714.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7334,,,
R7995082.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4771,,,
R4739508.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-101174,,,
R8466373.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6015,,,
R6828280.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_11,,,
R9255058.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5980,,,
R3740754.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7335,,,
R6531744.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4157,,,
R7334123.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6006,,,
R3209518.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_10,,,
R9557117.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8340,,,
R2144127.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4799,,,
R6739300.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2469,,,
R1924801.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4120,,,
R2787688.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8354,,,
R3874626.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7309,,,
R2347173.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8332,,,
R7096488.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4786,,,
R2140101.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5047,,,
R9170872.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8343,,,
R1326552.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2462,,,
R7423003.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2487,,,
R2373966.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4117,,,
R7594705.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4773,,,
R9101940.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5971,,,
R6268135.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5998,,,
R8662866.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2455,,,
R9652199.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7331,,,
R9419876.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2477,,,
R9721493.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4128,,,
R2166876.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8328,,,
R5739959.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8325,,,
R2543886.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7319,,,
R6679530.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_16,,,
R9581837.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4124,,,
R1969233.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6004,,,
R8971831.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5992,,,
R2992930.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7305,,,
R3877498.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7497,,,
R9583560.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4795,,,
R1015854.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6019,,,
R4790045.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4778,,,
R1028639.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5977,,,
R3121235.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4783,,,
R8983137.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4115,,,
R9506243.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2456,,,
R3596834.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5049,,,
R5405023.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6018,,,
R7483736.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6008,,,
R6415047.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5046,,,
R3128463.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5039,,,
R3553915.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5945,,,
R2441341.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2460,,,
R3008520.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5985,,,
R5369295.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5970,,,
R3857147.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4146,,,
R4388056.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5932,,,
R5505495.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4131,,,
R8415954.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5955,,,
R6057469.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5042,,,
R9330569.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2443,,,
R5676537.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4797,,,
R3035452.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5928,,,
R1944372.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5044,,,
R6319811.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7340,,,
R3841825.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5952,,,
R7157957.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6009,,,
R3257830.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7341,,,
R8457289.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5982,,,
R5533791.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4134,,,
R7641350.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5972,,,
R3825485.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5930,,,
R1956123.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4122,,,
R7904841.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5966,,,
R6352950.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_3,,,
R9163526.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5960,,,
R8329066.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4104,,,
R9127940.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5956,,,
R8882846.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7294,,,
R5574987.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_4,,,
R5415701.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5048,,,
R5162558.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4106,,,
R2731324.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6022,,,
R8477425.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8349,,,
R7066784.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5967,,,
R8072902.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2478,,,
R5850046.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2483,,,
R3477250.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4790,,,
R5374583.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5947,,,
R8075334.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7325,,,
R1664857.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7320,,,
R2516394.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2476,,,
R2398487.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5929,,,
R4470253.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7501,,,
R8781115.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7338,,,
R2045909.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6020,,,
R5965031.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2471,,,
R6665276.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4114,,,
R3727306.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8339,,,
R9794121.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_13,,,
R3744330.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-10914_8,,,
R7208968.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4775,,,
R8113560.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4165,,,
R7915228.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7328,,,
R8130934.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4130,,,
R4480046.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8334,,,
R5541746.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7287,,,
R7070153.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8346,,,
R1743384.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4780,,,
R7090624.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7317,,,
R6557859.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5999,,,
R2616766.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5944,,,
R8155560.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7288,,,
R7272395.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4163,,,
R7920516.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4158,,,
R2975126.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2450,,,
R9395022.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2464,,,
R4762074.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5996,,,
R2474257.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7312,,,
R8834184.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4774,,,
R3757880.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5973,,,
R5907586.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6010,,,
R4903779.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5987,,,
R4260171.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2475,,,
R6879714.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7326,,,
R3811781.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7295,,,
R2488731.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2466,,,
R7696135.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5997,,,
R5656511.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7281,,,
R1407047.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2442,,,
R4602424.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6001,,,
R3211474.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8353,,,
R9677385.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2453,,,
R1660726.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4111,,,
R5955028.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7292,,,
R1609849.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4793,,,
R4240155.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8324,,,
R3067449.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4119,,,
R4527133.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4123,,,
R6728038.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5057,,,
R6292415.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7339,,,
R4976287.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5946,,,
R6622577.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5983,,,
R7029629.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4129,,,
R3381702.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4133,,,
R8615683.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7314,,,
R8266864.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8338,,,
R9253870.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4784,,,
R2830542.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D17-101301,,,
R9176076.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4166,,,
R5546461.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7333,,,
R4078277.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5979,,,
R6698302.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4785,,,
R9210731.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4121,,,
R3997006.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4798,,,
R5031238.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2445,,,
R2506056.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8348,,,
R3863249.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8341,,,
R5693901.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2481,,,
R9354381.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6016,,,
R9781891.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2479,,,
R2169533.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8330,,,
R6636386.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7336,,,
R9254464.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4789,,,
R5385855.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-6011,,,
R2494273.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5984,,,
R7993799.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4791,,,
R2124216.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5963,,,
R3398943.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2457,,,
R8444624.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7495,,,
R5573393.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-8333,,,
R6392007.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5968,,,
R6934314.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4162,,,
R7054373.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5056,,,
R3864948.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-4794,,,
R8635714.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7283,,,
R5053212.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5974,,,
R9880904.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2452,,,
R7025378.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5953,,,
R1588427.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-5942,,,
R4637403.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-2447,,,
R6604064.1,Illumina NovaSeq 6000,polyAselection,10x,1,reverse,pairedEnd,91,,,,,,,,,,,,,D19-7304,,,
